id,output
694,(ORDER (PIZZAORDER (NUMBER an ) (SIZE medium ) (TOPPING alfredo ) (TOPPING chicken ) (TOPPING garlic ) (NOT (TOPPING pepper ) ) ) )
695,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING green ) (TOPPING olive ) (TOPPING roast ) (TOPPING red ) (TOPPING pepper ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING basil ) (TOPPING green ) (TOPPING pepper ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE punch ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE punch ) ) )
696,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE mexican ) (NOT (TOPPING green olive ) ) (NOT (TOPPING bell pepper ) ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE diet pepsi ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE diet pepsi ) ) )
697,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING tofu ) (TOPPING oregano ) (NOT (TOPPING olive ) ) ) )
698,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING sauce ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING beef ) ) )
699,(ORDER )
700,(ORDER (PIZZAORDER (NUMBER an ) (SIZE xl ) (TOPPING olive ) (TOPPING salami ) (TOPPING chicken ) ) )
701,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING black ) (TOPPING bean ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE vegetarian ) ) )
702,(ORDER (PIZZAORDER (NUMBER one ) (STYLE stick ) (TOPPING to ) (TOPPING twelve ) (TOPPING ham ) (TOPPING banana ) (NOT (TOPPING mushroom ) ) ) )
703,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medum ) (TOPPING chorizo ) (TOPPING bunch ) (TOPPING of ) (TOPPING green ) (NOT (TOPPING tuna ) ) ) )
704,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING saute ) (TOPPING spinach ) (TOPPING black ) (TOPPING bean ) (NOT (TOPPING pickle onion ) ) ) )
705,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING pineapple ) (NOT (TOPPING hawaiian ) ) ) )
706,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING pesto ) (TOPPING bacon ) ) )
707,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING shrimp ) (NOT (TOPPING bay leaf ) ) ) )
708,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING sweet ) (TOPPING mushroom ) (TOPPING pepper ) ) )
709,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING lamb ) (TOPPING and ) (TOPPING cheese ) (NOT (TOPPING jalepeno pepper ) ) ) )
710,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE etra ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING etra ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE seven up ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE seven up ) ) )
711,(ORDER (PIZZAORDER (NUMBER one ) (STYLE meiumsized ) (TOPPING parmesan ) (TOPPING lemon ) ) )
712,(ORDER (PIZZAORDER (NUMBER fifteen ) (TOPPING parmesan ) (TOPPING pepperoni ) (NOT (TOPPING pesto ) ) ) )
713,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (TOPPING bacon ) (TOPPING ham ) ) )
714,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING jalepeno ) (TOPPING pepper ) (TOPPING pepper ) (TOPPING feta ) (TOPPING green ) (TOPPING olive ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE seven ) ) )
715,(ORDER (PIZZAORDER (NUMBER one ) (STYLE supeme ) ) (PIZZAORDER (NUMBER two ) (COMPLEX_TOPPING (QUANTITY juice ) (TOPPING box ) ) ) )
716,(ORDER (PIZZAORDER (NUMBER a ) (STYLE glutenree crust ) (TOPPING red ) (TOPPING cabbage ) (TOPPING yellow ) (TOPPING pepper ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE fantas ) ) )
717,(ORDER (PIZZAORDER (NUMBER one ) (STYLE mediumize ) (TOPPING mushrom ) (TOPPING pepperoni ) (TOPPING pineapple ) ) )
718,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING smoke ) (TOPPING feta ) (NOT (TOPPING green pepper ) ) ) )
719,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING bell ) (TOPPING pepper ) (NOT (TOPPING tomao ) ) ) )
720,(ORDER (PIZZAORDER (NUMBER just a ) (STYLE mediumsize ) (TOPPING garlic ) (TOPPING bbq ) (TOPPING chicken ) (NOT (TOPPING pepperoni ) ) ) )
721,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING broccoli ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
722,(ORDER (PIZZAORDER (NUMBER nine ) (TOPPING low ) (TOPPING fat ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING sausage ) ) )
723,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING tomatoe ) (TOPPING sauce ) (TOPPING pesto ) (NOT (TOPPING ish ) ) ) )
724,(ORDER (PIZZAORDER (NUMBER eleven ) (TOPPING cheese ) (TOPPING pineapple ) ) )
725,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING gorgonzoa ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING cheese ) ) ) )
726,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING jalepenos ) (TOPPING onion ) (TOPPING olive ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE dietpepsi ) ) )
727,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE supreme ) ) )
728,(ORDER (PIZZAORDER (NUMBER four ) (TOPPING mediumsize ) (TOPPING canadian ) (TOPPING bacon ) (TOPPING feta ) (TOPPING cheese ) ) )
729,(ORDER (PIZZAORDER (NUMBER one ) (SIZE mediumsized ) (TOPPING cumin ) (NOT (TOPPING onion ) ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING cheese ) ) ) )
730,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING grind ) (TOPPING beef ) (TOPPING pepper ) ) )
731,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING parmasean ) (TOPPING jalepenos ) (TOPPING and ) (TOPPING oil ) ) )
732,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING arugula ) (TOPPING canadian ) (TOPPING bacon ) (TOPPING carrot ) ) )
733,(ORDER (PIZZAORDER (NUMBER have fourteen ) (TOPPING pepperoni ) (TOPPING bay ) (TOPPING leaf ) (NOT (TOPPING yellow pepper ) ) ) )
734,(ORDER (PIZZAORDER (NUMBER three ) (STYLE lnch ) (TOPPING mushy ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY and a tiny bit of ) (TOPPING cheese ) ) ) )
735,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING caper ) (TOPPING salmon ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING on ) ) ) )
736,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING cheese ) ) )
737,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pickle ) (TOPPING bell ) (TOPPING pepper ) (TOPPING pepperoni ) (TOPPING lettuce ) ) )
738,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE thin crust ) (TOPPING bnana ) (TOPPING pepper ) (TOPPING roast ) (TOPPING garlic ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING mushroom ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE apple juice ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
739,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roast ) (TOPPING eggplant ) (TOPPING pine ) (TOPPING apple ) (TOPPING chicken ) ) )
740,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING beef ) ) (PIZZAORDER (NUMBER a ) (TOPPING garlic ) (TOPPING powder ) (TOPPING chicken ) ) )
741,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING cheese ) ) ) )
742,(ORDER (PIZZAORDER (NUMBER one ) (NOT (TOPPING a ) ) ) (PIZZAORDER (NUMBER four ) (SIZE medium ) (TOPPING cheeseburger ) (TOPPING onion ) (NOT (TOPPING pesto ) ) ) )
743,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green ) (TOPPING pepper ) (TOPPING garlic ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE mountain dew ) ) )
744,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING mushroom ) (TOPPING bay ) (TOPPING leaf ) ) )
745,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING duck ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING bbq ) ) ) )
746,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING cucumber ) (TOPPING and ) (TOPPING red ) (TOPPING onion ) (TOPPING duck ) ) )
747,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) )
748,(ORDER (PIZZAORDER (NUMBER twelve ) (TOPPING chicken ) (TOPPING beef ) (TOPPING sausage ) ) )
749,(ORDER (PIZZAORDER (NUMBER six ) (SIZE large ) (TOPPING roast ) (TOPPING tomato ) (TOPPING and ) ) (PIZZAORDER (NUMBER two ) (STYLE stuff crust ) ) )
750,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING hot ) (TOPPING pepper ) (TOPPING prawn ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE water ) (CONTAINERTYPE bottle ) ) )
751,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING meiumsize ) (TOPPING bbq ) (TOPPING bacon ) (TOPPING ham ) ) )
752,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE lunch ) (TOPPING chicken ) (TOPPING bay ) (TOPPING leaf ) (TOPPING olive ) ) )
753,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE all the meat ) (TOPPING cucumber ) (TOPPING and ) (TOPPING heese ) ) )
754,(ORDER (PIZZAORDER (NUMBER five ) (SIZE small ) (TOPPING buffalo ) (TOPPING sauce ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE water ) ) )
755,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING kimchi ) (TOPPING vegan ) (TOPPING pepperoni ) (NOT (TOPPING cheee ) ) ) )
756,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE small ) (TOPPING yellow ) (TOPPING pepper ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE tea ) ) )
757,(ORDER (PIZZAORDER (NUMBER two ) (SIZE extra large ) (NOT (TOPPING ham ) ) ) )
758,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING kimchi ) (TOPPING yellow ) (TOPPING pepper ) (TOPPING mushroom ) ) )
759,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE zuchini ) (TOPPING feta ) (TOPPING black ) (TOPPING olive ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE eat ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE coffee ) ) )
760,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING kimchi ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
761,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING largesize ) (TOPPING yellow ) (TOPPING pepper ) (TOPPING feta ) (NOT (TOPPING onion ) ) ) )
762,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING o ) ) (PIZZAORDER (NUMBER a ) (STYLE glutefree ) (TOPPING onion ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING red ) ) ) )
763,(ORDER (PIZZAORDER (NUMBER twelve ) (SIZE personal ) (TOPPING jalapeno ) (TOPPING bay ) (TOPPING leaf ) (NOT (TOPPING onion ) ) ) )
764,(ORDER )
765,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING red ) (TOPPING cabbage ) (TOPPING bay ) (TOPPING leaf ) (TOPPING sausage ) ) )
766,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olive ) (TOPPING tomato ) (NOT (TOPPING chicken ) ) ) )
767,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsize ) (TOPPING carrot ) (TOPPING bbq ) (TOPPING chicken ) ) (PIZZAORDER (NUMBER a ) (TOPPING hot ) (TOPPING pepper ) (TOPPING green ) (TOPPING pepper ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE unsweetened ice tea ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE unsweetened ice tea ) ) )
768,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING black ) (TOPPING bean ) (TOPPING ham ) ) (DRINKORDER (NUMBER one ) (SIZE medium ) (DRINKTYPE ice tea ) ) )
769,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roast ) (TOPPING garlic ) (TOPPING beef ) (COMPLEX_TOPPING (QUANTITY gat ) (TOPPING cheese ) ) ) )
770,(ORDER (PIZZAORDER (NUMBER four ) (STYLE lare ) (TOPPING sundried ) (TOPPING tomato ) (TOPPING roast ) (TOPPING garlic ) ) )
771,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING leek ) (TOPPING pineappe ) (TOPPING pepperoni ) ) )
772,(ORDER (PIZZAORDER (NUMBER eleven ) (TOPPING broccoli ) (TOPPING jalepenos ) (NOT (TOPPING ham ) ) ) )
773,(ORDER (PIZZAORDER (NUMBER in a ) (SIZE lunch ) (TOPPING italian ) (TOPPING sausage ) (TOPPING roast ) (TOPPING tomato ) (TOPPING meatball ) ) )
774,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE small ) (TOPPING hummus ) (TOPPING corn ) ) )
775,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING basil ) (TOPPING lemon ) (NOT (TOPPING carrot ) ) ) )
776,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING arugula ) (TOPPING jalepeno ) (TOPPING pepper ) (TOPPING bacon ) ) )
777,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING poppy ) (TOPPING pickle ) (NOT (TOPPING basil ) ) ) )
778,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING largesize ) (TOPPING red ) (TOPPING onion ) (TOPPING lettuce ) (NOT (TOPPING basil ) ) ) )
779,(ORDER (PIZZAORDER (NUMBER one ) (STYLE ant ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING sausage ) (NOT (TOPPING pineapple ) ) ) )
780,(ORDER (PIZZAORDER (NUMBER two ) (SIZE extra large ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER a ) (TOPPING bnch ) ) )
781,(ORDER (PIZZAORDER (NUMBER fifteen ) (STYLE luch ) ) (PIZZAORDER (NUMBER one ) (STYLE meat lover ) ) )
782,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING spinach ) (NOT (TOPPING light ) ) ) )
783,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tomatoe ) (TOPPING sauce ) (TOPPING pineapple ) (TOPPING ham ) ) )
784,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE mexcan ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE seven up ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) )
785,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red ) (TOPPING onion ) (TOPPING bacon ) (NOT (TOPPING canadian bacon ) ) ) )
786,(ORDER )
787,(ORDER (PIZZAORDER (NUMBER in one ) (TOPPING broccoli ) (TOPPING beef ) (TOPPING a ) (COMPLEX_TOPPING (QUANTITY of ) (TOPPING cheese ) ) ) )
788,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (STYLE vegan ) (TOPPING lemo ) (TOPPING zest ) (TOPPING mushroom ) ) )
789,(ORDER )
790,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING goat ) (TOPPING cheese ) (TOPPING pepper ) (NOT (TOPPING tofu ) ) ) )
791,(ORDER (PIZZAORDER (NUMBER fifteen ) (STYLE meiumsize ) (TOPPING gorgonzola ) (TOPPING and ) (TOPPING olive ) ) )
792,(ORDER )
793,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING a ) ) (PIZZAORDER (NUMBER a ) (TOPPING tomato ) (TOPPING pineapple ) ) (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY tiy bit of ) (TOPPING bacon ) ) ) )
794,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING lo ) (TOPPING canadian ) (TOPPING bacon ) (TOPPING bacon ) (NOT (TOPPING mushroom ) ) ) )
795,(ORDER (PIZZAORDER (NUMBER a a ) (SIZE small ) (TOPPING onion ) (TOPPING parsley ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING milk ) ) )
796,(ORDER (PIZZAORDER (NUMBER two ) (SIZE mediumsized ) (TOPPING feta ) (TOPPING bay ) (TOPPING leaf ) (TOPPING roast ) (TOPPING eggplant ) ) )
797,(ORDER )
798,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING lettuce ) (TOPPING tomato ) (TOPPING sauce ) (NOT (TOPPING sausage ) ) ) )
799,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE new york style ) (TOPPING bbq ) (TOPPING chicken ) (TOPPING roast ) (TOPPING garlic ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING mushroom ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE ginger ale ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
800,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING apple ) (TOPPING pepper ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY a tiny bit of ) (TOPPING pine ) ) ) )
801,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING goat ) (TOPPING cheese ) (TOPPING bay ) (TOPPING leaf ) (NOT (TOPPING pineapple ) ) ) )
802,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING olive ) (TOPPING pineapple ) (NOT (TOPPING prawn ) ) ) )
803,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sweet ) (TOPPING jaleenos ) (TOPPING onion ) ) )
804,(ORDER (PIZZAORDER (NUMBER an ) (SIZE size ) (TOPPING lage ) (TOPPING pepperoni ) ) )
805,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING cheese ) (TOPPING sausage ) ) )
806,(ORDER (PIZZAORDER (NUMBER an ) (STYLE onin ) (TOPPING red ) (TOPPING black ) (TOPPING olive ) (COMPLEX_TOPPING (QUANTITY of ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE dr pepper ) ) )
807,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING sweet ) (TOPPING green ) (TOPPING bell ) (TOPPING pepper ) ) )
808,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING exra ) (TOPPING vegtarian ) (TOPPING mushroom ) (TOPPING hot ) (TOPPING pepper ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE juice ) ) (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE diet ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE juice ) ) )
809,(ORDER (PIZZAORDER (NUMBER ante a ) (SIZE mediumsized ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING broccoli ) (NOT (TOPPING italian sausage ) ) ) )
810,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING garlic ) (TOPPING powder ) (TOPPING bay ) (TOPPING leaf ) (NOT (TOPPING italian sausage ) ) ) )
811,(ORDER (PIZZAORDER (NUMBER an ) (SIZE large ) (TOPPING garlic ) (TOPPING powder ) (TOPPING black ) (TOPPING olive ) ) )
812,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING olive ) (TOPPING artichoke ) (NOT (TOPPING ham ) ) ) )
813,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING balsamic ) (TOPPING glaze ) (TOPPING pesto ) (NOT (TOPPING ham ) ) ) )
814,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING feel ) ) (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (STYLE thin crust ) (TOPPING banana ) (TOPPING pepper ) (TOPPING grill ) (TOPPING chicken ) ) )
815,(ORDER (PIZZAORDER (NUMBER six ) (SIZE small ) (TOPPING prosciutto ) (TOPPING onon ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) ) )
816,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bbqchicken ) (NOT (TOPPING grill chicken ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
817,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING cucumber ) (TOPPING cheese ) ) )
818,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pesto ) (TOPPING lettuce ) (NOT (TOPPING low fat heese ) ) ) )
819,(ORDER (PIZZAORDER (NUMBER on nine ) (TOPPING smoke ) (TOPPING salon ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
820,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY just ) (TOPPING arugula ) ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (TOPPING parsley ) ) )
821,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sauce ) (TOPPING sausage ) (TOPPING onion ) ) )
822,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING grind ) (TOPPING beef ) ) (DRINKORDER (NUMBER a ) ) )
823,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING mushy ) (TOPPING pea ) (TOPPING mushroom ) (NOT (TOPPING pepper ) ) ) )
824,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medumsize ) (TOPPING prosciutto ) (TOPPING liht ) (TOPPING bbq ) (TOPPING sauce ) (TOPPING ham ) ) )
825,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING broccoli ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING zuccini ) ) ) )
826,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING meatball ) (TOPPING chorizo ) (TOPPING roast ) (TOPPING garlic ) ) )
827,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE small ) (TOPPING tomato ) ) )
828,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mdiumsized ) (TOPPING tomato ) (TOPPING sauce ) (TOPPING ham ) (NOT (TOPPING sausage ) ) ) )
829,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE arge ) (TOPPING cheeseburger ) (TOPPING bacon ) (NOT (TOPPING sausage ) ) ) )
830,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING tofu ) (TOPPING toato ) (TOPPING pineapple ) ) )
831,(ORDER )
832,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsie ) (TOPPING pine ) (TOPPING apple ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING carrot ) ) ) )
833,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING jalapeno ) (TOPPING salami ) ) )
834,(ORDER (PIZZAORDER (NUMBER in a ) (SIZE medium ) (TOPPING yellow ) (TOPPING pepper ) (TOPPING bacon ) (NOT (TOPPING cheese ) ) ) )
835,(ORDER (PIZZAORDER (NUMBER a ) (SIZE xl ) (TOPPING balsamic ) (TOPPING glaze ) (TOPPING cherry ) (TOPPING tomato ) (TOPPING pineapple ) ) )
836,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE arge ) (TOPPING prawn ) (TOPPING pepper ) (NOT (TOPPING onion ) ) ) )
837,(ORDER (PIZZAORDER (NUMBER four ) (SIZE mediumsized ) (TOPPING green ) (TOPPING pepper ) ) )
838,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING parmesan ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING pepperoni ) ) ) )
839,(ORDER )
840,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING pepper ) (NOT (TOPPING mexican ) ) ) )
841,(ORDER (PIZZAORDER (NUMBER a ) (STYLE persnal ) (TOPPING meatball ) (TOPPING basil ) (TOPPING garlic ) (TOPPING powder ) ) )
842,(ORDER (PIZZAORDER (NUMBER one ) (STYLE thin crust ) (TOPPING feta ) (NOT (TOPPING cheese ) ) ) )
843,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING oil ) (TOPPING lemon ) (NOT (TOPPING pepper ) ) ) )
844,(ORDER )
845,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mediumsze ) (TOPPING pesto ) (TOPPING sauce ) (TOPPING mushroom ) (NOT (TOPPING ham ) ) ) )
846,(ORDER (PIZZAORDER (NUMBER one ) (STYLE largesize ) (TOPPING lamb ) (TOPPING bbq ) (TOPPING chicken ) ) )
847,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) ) (PIZZAORDER (NUMBER a ) (TOPPING cheese ) ) )
848,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING chicken ) (TOPPING tuna ) ) )
849,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium size ) (TOPPING poppy ) (TOPPING seed ) (TOPPING olive ) (NOT (TOPPING pan ) ) ) )
850,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING oregano ) (TOPPING bbq ) (TOPPING sauce ) (NOT (TOPPING cheese ) ) ) )
851,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING lemon ) (TOPPING zest ) (TOPPING cheeseburger ) (NOT (TOPPING prawn ) ) ) )
852,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING poppy ) (TOPPING sauce ) ) )
